edge_type_id target_query source_query syn_weight weight_function weight_sigma delay dynamics_params model_template
512 node_type_id=='482764620' pop_name=='e4Rorb' 1.8132429694099998 DirectionRule_others 90.0 1.5 e2i.json static_synapse
513 node_type_id=='482764620' pop_name=='e4other' 1.8132429694099998 DirectionRule_others 90.0 1.5 e2i.json static_synapse
514 node_type_id=='482764620' pop_name=='i5Pvalb' -0.450734137148 DirectionRule_others 50.0 1.2 i2i.json static_synapse
515 node_type_id=='482764620' pop_name=='i4Pvalb' -0.450734137148 DirectionRule_others 50.0 1.2 i2i.json static_synapse
516 node_type_id=='482764620' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
517 node_type_id=='482764620' pop_name=='i4Htr3a' -0.406760074987 DirectionRule_others 50.0 1.5 i2i.json static_synapse
518 node_type_id=='482764620' pop_name=='i4Sst' -0.5716628080899999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
519 node_type_id=='482764620' pop_name=='e4Nr5a1' 1.8132429694099998 DirectionRule_others 90.0 1.5 e2i.json static_synapse
520 node_type_id=='482764620' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
521 node_type_id=='482764620' pop_name=='i5Sst' -0.5716628080899999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
522 node_type_id=='482764620' pop_name=='e5noRbp4' 2.61027284608 DirectionRule_others 90.0 1.5 e2i.json static_synapse
523 node_type_id=='482764620' pop_name=='i6Sst' -0.5716628080899999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
524 node_type_id=='482764620' pop_name=='e6Ntsr1' 2.61027284608 DirectionRule_others 90.0 1.5 e2i.json static_synapse
525 node_type_id=='318733871' pop_name=='e5Rbp4' 3.91183746206 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
526 node_type_id=='318733871' pop_name=='e23Cux2' 3.5000650976300003 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
527 node_type_id=='318733871' pop_name=='i6Pvalb' -0.0719390542555 DirectionRule_others 90.0 0.9 i2e.json static_synapse
528 node_type_id=='318733871' pop_name=='e4Scnn1a' 5.12656593711 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
529 node_type_id=='318733871' pop_name=='i23Pvalb' -0.49735642448399997 DirectionRule_others 90.0 0.9 i2e.json static_synapse
530 node_type_id=='318733871' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
531 node_type_id=='318733871' pop_name=='i5Htr3a' -0.257559576965 DirectionRule_others 90.0 1.5 i2e.json static_synapse
532 node_type_id=='318733871' pop_name=='i23Htr3a' -0.257559576965 DirectionRule_others 90.0 1.5 i2e.json static_synapse
533 node_type_id=='318733871' pop_name=='e4Rorb' 5.12656593711 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
534 node_type_id=='318733871' pop_name=='e4other' 5.12656593711 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
535 node_type_id=='318733871' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
536 node_type_id=='318733871' pop_name=='i4Pvalb' -0.568407342265 DirectionRule_others 90.0 0.9 i2e.json static_synapse
537 node_type_id=='318733871' pop_name=='i23Sst' -0.266440941688 DirectionRule_others 90.0 1.5 i2e.json static_synapse
538 node_type_id=='318733871' pop_name=='i4Htr3a' -0.257559576965 DirectionRule_others 90.0 1.5 i2e.json static_synapse
539 node_type_id=='318733871' pop_name=='i4Sst' -0.257559576965 DirectionRule_others 90.0 1.5 i2e.json static_synapse
540 node_type_id=='318733871' pop_name=='e4Nr5a1' 5.12656593711 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
541 node_type_id=='318733871' pop_name=='i1Htr3a' -0.373017318363 DirectionRule_others 90.0 3.8 i2e.json static_synapse
542 node_type_id=='318733871' pop_name=='i5Sst' -0.24867821224199999 DirectionRule_others 90.0 1.5 i2e.json static_synapse
543 node_type_id=='318733871' pop_name=='e5noRbp4' 3.91183746206 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
544 node_type_id=='318733871' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
545 node_type_id=='318733871' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
546 node_type_id=='518271679' pop_name=='e5Rbp4' 17.9436727916 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
547 node_type_id=='518271679' pop_name=='e23Cux2' 16.0949307464 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
548 node_type_id=='518271679' pop_name=='i6Pvalb' -0.151993463646 DirectionRule_others 90.0 0.9 i2e.json static_synapse
549 node_type_id=='518271679' pop_name=='e4Scnn1a' 34.2561026023 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
550 node_type_id=='518271679' pop_name=='i23Pvalb' -0.37529250283 DirectionRule_others 90.0 0.9 i2e.json static_synapse
551 node_type_id=='518271679' pop_name=='i6Htr3a' -0.525409503965 DirectionRule_others 90.0 1.5 i2e.json static_synapse
552 node_type_id=='518271679' pop_name=='i5Htr3a' -0.525409503965 DirectionRule_others 90.0 1.5 i2e.json static_synapse
553 node_type_id=='518271679' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
554 node_type_id=='518271679' pop_name=='e4Rorb' 34.2561026023 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
555 node_type_id=='518271679' pop_name=='e4other' 34.2561026023 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
556 node_type_id=='518271679' pop_name=='i5Pvalb' -1.51993463646 DirectionRule_others 90.0 0.9 i2e.json static_synapse
557 node_type_id=='518271679' pop_name=='i4Pvalb' -1.36981763533 DirectionRule_others 90.0 0.9 i2e.json static_synapse
558 node_type_id=='518271679' pop_name=='i23Sst' -0.412821753114 DirectionRule_others 90.0 1.5 i2e.json static_synapse
559 node_type_id=='518271679' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
560 node_type_id=='518271679' pop_name=='i4Sst' -0.525409503965 DirectionRule_others 90.0 1.5 i2e.json static_synapse
561 node_type_id=='518271679' pop_name=='e4Nr5a1' 34.2561026023 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
562 node_type_id=='518271679' pop_name=='i1Htr3a' -0.7881142559450001 DirectionRule_others 90.0 3.8 i2e.json static_synapse
563 node_type_id=='518271679' pop_name=='i5Sst' -0.50664487882 DirectionRule_others 90.0 1.5 i2e.json static_synapse
564 node_type_id=='518271679' pop_name=='e5noRbp4' 17.9436727916 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
565 node_type_id=='518271679' pop_name=='i6Sst' -0.50664487882 DirectionRule_others 90.0 1.5 i2e.json static_synapse
566 node_type_id=='518271679' pop_name=='e6Ntsr1' 5.00247847523 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
567 node_type_id=='386970660' pop_name=='e5Rbp4' 4.81905081983 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
568 node_type_id=='386970660' pop_name=='e23Cux2' 4.31178231247 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
569 node_type_id=='386970660' pop_name=='i6Pvalb' -0.0886227921665 DirectionRule_others 90.0 0.9 i2e.json static_synapse
570 node_type_id=='386970660' pop_name=='e4Scnn1a' 6.31549291653 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
571 node_type_id=='386970660' pop_name=='i23Pvalb' -0.6127007853499999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
572 node_type_id=='386970660' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
573 node_type_id=='386970660' pop_name=='i5Htr3a' -0.317291478127 DirectionRule_others 90.0 1.5 i2e.json static_synapse
574 node_type_id=='386970660' pop_name=='i23Htr3a' -0.317291478127 DirectionRule_others 90.0 1.5 i2e.json static_synapse
575 node_type_id=='386970660' pop_name=='e4Rorb' 6.31549291653 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
576 node_type_id=='386970660' pop_name=='e4other' 6.31549291653 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
577 node_type_id=='386970660' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
578 node_type_id=='386970660' pop_name=='i4Pvalb' -0.70022946897 DirectionRule_others 90.0 0.9 i2e.json static_synapse
579 node_type_id=='386970660' pop_name=='i23Sst' -0.32823256358 DirectionRule_others 90.0 1.5 i2e.json static_synapse
580 node_type_id=='386970660' pop_name=='i4Htr3a' -0.317291478127 DirectionRule_others 90.0 1.5 i2e.json static_synapse
581 node_type_id=='386970660' pop_name=='i4Sst' -0.317291478127 DirectionRule_others 90.0 1.5 i2e.json static_synapse
582 node_type_id=='386970660' pop_name=='e4Nr5a1' 6.31549291653 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
583 node_type_id=='386970660' pop_name=='i1Htr3a' -0.45952558901100005 DirectionRule_others 90.0 3.8 i2e.json static_synapse
584 node_type_id=='386970660' pop_name=='i5Sst' -0.306350392674 DirectionRule_others 90.0 1.5 i2e.json static_synapse
585 node_type_id=='386970660' pop_name=='e5noRbp4' 4.81905081983 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
586 node_type_id=='386970660' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
587 node_type_id=='386970660' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
588 node_type_id=='476131588' pop_name=='e5Rbp4' 13.613228360799999 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
589 node_type_id=='476131588' pop_name=='e23Cux2' 12.2106533176 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
590 node_type_id=='476131588' pop_name=='i6Pvalb' -0.115312051998 DirectionRule_others 90.0 0.9 i2e.json static_synapse
591 node_type_id=='476131588' pop_name=='e4Scnn1a' 25.988890506999997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
592 node_type_id=='476131588' pop_name=='i23Pvalb' -0.284721116045 DirectionRule_others 90.0 0.9 i2e.json static_synapse
593 node_type_id=='476131588' pop_name=='i6Htr3a' -0.398609562462 DirectionRule_others 90.0 1.5 i2e.json static_synapse
594 node_type_id=='476131588' pop_name=='i5Htr3a' -0.398609562462 DirectionRule_others 90.0 1.5 i2e.json static_synapse
595 node_type_id=='476131588' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
596 node_type_id=='476131588' pop_name=='e4Rorb' 25.988890506999997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
597 node_type_id=='476131588' pop_name=='e4other' 25.988890506999997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
598 node_type_id=='476131588' pop_name=='i5Pvalb' -1.1531205199799999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
599 node_type_id=='476131588' pop_name=='i4Pvalb' -1.03923207356 DirectionRule_others 90.0 0.9 i2e.json static_synapse
600 node_type_id=='476131588' pop_name=='i23Sst' -0.313193227649 DirectionRule_others 90.0 1.5 i2e.json static_synapse
601 node_type_id=='476131588' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
602 node_type_id=='476131588' pop_name=='i4Sst' -0.398609562462 DirectionRule_others 90.0 1.5 i2e.json static_synapse
603 node_type_id=='476131588' pop_name=='e4Nr5a1' 25.988890506999997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
604 node_type_id=='476131588' pop_name=='i1Htr3a' -0.597914343695 DirectionRule_others 90.0 3.8 i2e.json static_synapse
605 node_type_id=='476131588' pop_name=='i5Sst' -0.38437350666000003 DirectionRule_others 90.0 1.5 i2e.json static_synapse
606 node_type_id=='476131588' pop_name=='e5noRbp4' 13.613228360799999 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
607 node_type_id=='476131588' pop_name=='i6Sst' -0.38437350666000003 DirectionRule_others 90.0 1.5 i2e.json static_synapse
608 node_type_id=='476131588' pop_name=='e6Ntsr1' 3.7952030581900003 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
609 node_type_id=='484659182' pop_name=='e5Rbp4' 7.818613109839999 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
610 node_type_id=='484659182' pop_name=='e23Cux2' 7.013059031849999 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
611 node_type_id=='484659182' pop_name=='i6Pvalb' -0.0662282522245 DirectionRule_others 90.0 0.9 i2e.json static_synapse
612 node_type_id=='484659182' pop_name=='e4Scnn1a' 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
613 node_type_id=='484659182' pop_name=='i23Pvalb' -0.163526548702 DirectionRule_others 90.0 0.9 i2e.json static_synapse
614 node_type_id=='484659182' pop_name=='i6Htr3a' -0.228937168183 DirectionRule_others 90.0 1.5 i2e.json static_synapse
615 node_type_id=='484659182' pop_name=='i5Htr3a' -0.228937168183 DirectionRule_others 90.0 1.5 i2e.json static_synapse
616 node_type_id=='484659182' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
617 node_type_id=='484659182' pop_name=='e4Rorb' 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
618 node_type_id=='484659182' pop_name=='e4other' 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
619 node_type_id=='484659182' pop_name=='i5Pvalb' -0.662282522245 DirectionRule_others 90.0 0.9 i2e.json static_synapse
620 node_type_id=='484659182' pop_name=='i4Pvalb' -0.596871902765 DirectionRule_others 90.0 0.9 i2e.json static_synapse
621 node_type_id=='484659182' pop_name=='i23Sst' -0.179879203573 DirectionRule_others 90.0 1.5 i2e.json static_synapse
622 node_type_id=='484659182' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
623 node_type_id=='484659182' pop_name=='i4Sst' -0.228937168183 DirectionRule_others 90.0 1.5 i2e.json static_synapse
624 node_type_id=='484659182' pop_name=='e4Nr5a1' 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
625 node_type_id=='484659182' pop_name=='i1Htr3a' -0.343405752276 DirectionRule_others 90.0 3.8 i2e.json static_synapse
626 node_type_id=='484659182' pop_name=='i5Sst' -0.220760840748 DirectionRule_others 90.0 1.5 i2e.json static_synapse
627 node_type_id=='484659182' pop_name=='e5noRbp4' 7.818613109839999 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
628 node_type_id=='484659182' pop_name=='i6Sst' -0.220760840748 DirectionRule_others 90.0 1.5 i2e.json static_synapse
629 node_type_id=='484659182' pop_name=='e6Ntsr1' 2.1797345639500003 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
630 node_type_id=='327962063' pop_name=='e5Rbp4' 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json static_synapse
631 node_type_id=='327962063' pop_name=='e23Cux2' 5.92695611268 DirectionRule_others 90.0 1.5 e2i.json static_synapse
632 node_type_id=='327962063' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
633 node_type_id=='327962063' pop_name=='e4Scnn1a' 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json static_synapse
634 node_type_id=='327962063' pop_name=='i23Pvalb' -0.5117245604 DirectionRule_others 50.0 1.2 i2i.json static_synapse
635 node_type_id=='327962063' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
636 node_type_id=='327962063' pop_name=='i5Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
637 node_type_id=='327962063' pop_name=='i23Htr3a' -0.461800213044 DirectionRule_others 50.0 1.5 i2i.json static_synapse
638 node_type_id=='327962063' pop_name=='e4Rorb' 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json static_synapse
639 node_type_id=='327962063' pop_name=='e4other' 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json static_synapse
640 node_type_id=='327962063' pop_name=='i5Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
641 node_type_id=='327962063' pop_name=='i4Pvalb' -0.5117245604 DirectionRule_others 50.0 1.2 i2i.json static_synapse
642 node_type_id=='327962063' pop_name=='i23Sst' -0.649016515629 DirectionRule_others 50.0 1.5 i2i.json static_synapse
643 node_type_id=='327962063' pop_name=='i4Htr3a' -0.461800213044 DirectionRule_others 50.0 1.5 i2i.json static_synapse
644 node_type_id=='327962063' pop_name=='i4Sst' -0.649016515629 DirectionRule_others 50.0 1.5 i2i.json static_synapse
645 node_type_id=='327962063' pop_name=='e4Nr5a1' 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json static_synapse
646 node_type_id=='327962063' pop_name=='i1Htr3a' -0.97352477344 DirectionRule_others 50.0 3.8 i2i.json static_synapse
647 node_type_id=='327962063' pop_name=='i5Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
648 node_type_id=='327962063' pop_name=='e5noRbp4' 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json static_synapse
649 node_type_id=='327962063' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
650 node_type_id=='327962063' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
651 node_type_id=='501282204' pop_name=='e5Rbp4' 3.4545542034900003 DirectionRule_others 90.0 1.5 e2i.json static_synapse
652 node_type_id=='501282204' pop_name=='e23Cux2' 4.583927693090001 DirectionRule_others 90.0 1.5 e2i.json static_synapse
653 node_type_id=='501282204' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
654 node_type_id=='501282204' pop_name=='e4Scnn1a' 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json static_synapse
655 node_type_id=='501282204' pop_name=='i23Pvalb' -1.53942998989 DirectionRule_others 50.0 1.2 i2i.json static_synapse
656 node_type_id=='501282204' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
657 node_type_id=='501282204' pop_name=='i5Htr3a' -1.20955213491 DirectionRule_others 50.0 1.5 i2i.json static_synapse
658 node_type_id=='501282204' pop_name=='i23Htr3a' -1.1728990399099999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
659 node_type_id=='501282204' pop_name=='e4Rorb' 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json static_synapse
660 node_type_id=='501282204' pop_name=='e4other' 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json static_synapse
661 node_type_id=='501282204' pop_name=='i5Pvalb' -1.53942998989 DirectionRule_others 50.0 1.2 i2i.json static_synapse
662 node_type_id=='501282204' pop_name=='i4Pvalb' -1.53942998989 DirectionRule_others 50.0 1.2 i2i.json static_synapse
663 node_type_id=='501282204' pop_name=='i23Sst' -0.5497964249580001 DirectionRule_others 50.0 1.5 i2i.json static_synapse
664 node_type_id=='501282204' pop_name=='i4Htr3a' -1.1728990399099999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
665 node_type_id=='501282204' pop_name=='i4Sst' -0.5497964249580001 DirectionRule_others 50.0 1.5 i2i.json static_synapse
666 node_type_id=='501282204' pop_name=='e4Nr5a1' 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json static_synapse
667 node_type_id=='501282204' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
668 node_type_id=='501282204' pop_name=='i5Sst' -1.0262866599200002 DirectionRule_others 50.0 1.5 i2i.json static_synapse
669 node_type_id=='501282204' pop_name=='e5noRbp4' 3.4545542034900003 DirectionRule_others 90.0 1.5 e2i.json static_synapse
670 node_type_id=='501282204' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
671 node_type_id=='501282204' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
672 node_type_id=='471129934' pop_name=='e5Rbp4' 16.8110369059 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
673 node_type_id=='471129934' pop_name=='e23Cux2' 15.0789906792 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
674 node_type_id=='471129934' pop_name=='i6Pvalb' -0.142399371438 DirectionRule_others 90.0 0.9 i2e.json static_synapse
675 node_type_id=='471129934' pop_name=='e4Scnn1a' 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
676 node_type_id=='471129934' pop_name=='i23Pvalb' -0.351603386267 DirectionRule_others 90.0 0.9 i2e.json static_synapse
677 node_type_id=='471129934' pop_name=='i6Htr3a' -0.492244740774 DirectionRule_others 90.0 1.5 i2e.json static_synapse
678 node_type_id=='471129934' pop_name=='i5Htr3a' -0.492244740774 DirectionRule_others 90.0 1.5 i2e.json static_synapse
679 node_type_id=='471129934' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
680 node_type_id=='471129934' pop_name=='e4Rorb' 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
681 node_type_id=='471129934' pop_name=='e4other' 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
682 node_type_id=='471129934' pop_name=='i5Pvalb' -1.4239937143799999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
683 node_type_id=='471129934' pop_name=='i4Pvalb' -1.2833523598799998 DirectionRule_others 90.0 0.9 i2e.json static_synapse
684 node_type_id=='471129934' pop_name=='i23Sst' -0.386763724894 DirectionRule_others 90.0 1.5 i2e.json static_synapse
685 node_type_id=='471129934' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
686 node_type_id=='471129934' pop_name=='i4Sst' -0.492244740774 DirectionRule_others 90.0 1.5 i2e.json static_synapse
687 node_type_id=='471129934' pop_name=='e4Nr5a1' 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
688 node_type_id=='471129934' pop_name=='i1Htr3a' -0.73836711116 DirectionRule_others 90.0 3.8 i2e.json static_synapse
689 node_type_id=='471129934' pop_name=='i5Sst' -0.4746645714600001 DirectionRule_others 90.0 1.5 i2e.json static_synapse
690 node_type_id=='471129934' pop_name=='e5noRbp4' 16.8110369059 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
691 node_type_id=='471129934' pop_name=='i6Sst' -0.4746645714600001 DirectionRule_others 90.0 1.5 i2e.json static_synapse
692 node_type_id=='471129934' pop_name=='e6Ntsr1' 4.686713319230001 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
693 node_type_id=='478949560' pop_name=='e5Rbp4' 2.94973751135 DirectionRule_others 90.0 1.2 e2i.json static_synapse
694 node_type_id=='478949560' pop_name=='e23Cux2' 3.2447112624799996 DirectionRule_others 90.0 1.2 e2i.json static_synapse
695 node_type_id=='478949560' pop_name=='i6Pvalb' -1.6138793740200001 DirectionRule_others 50.0 1.6 i2i.json static_synapse
696 node_type_id=='478949560' pop_name=='e4Scnn1a' 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json static_synapse
697 node_type_id=='478949560' pop_name=='i23Pvalb' -1.07139891217 DirectionRule_others 50.0 1.6 i2i.json static_synapse
698 node_type_id=='478949560' pop_name=='i6Htr3a' -0.244116207836 DirectionRule_others 50.0 1.5 i2i.json static_synapse
699 node_type_id=='478949560' pop_name=='i5Htr3a' -0.244116207836 DirectionRule_others 50.0 1.5 i2i.json static_synapse
700 node_type_id=='478949560' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
701 node_type_id=='478949560' pop_name=='e4Rorb' 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json static_synapse
702 node_type_id=='478949560' pop_name=='e4other' 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json static_synapse
703 node_type_id=='478949560' pop_name=='i5Pvalb' -1.6138793740200001 DirectionRule_others 50.0 1.6 i2i.json static_synapse
704 node_type_id=='478949560' pop_name=='i4Pvalb' -1.27482908537 DirectionRule_others 50.0 1.6 i2i.json static_synapse
705 node_type_id=='478949560' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
706 node_type_id=='478949560' pop_name=='i4Htr3a' -0.244116207836 DirectionRule_others 50.0 1.5 i2i.json static_synapse
707 node_type_id=='478949560' pop_name=='i4Sst' -0.61029051959 DirectionRule_others 50.0 1.5 i2i.json static_synapse
708 node_type_id=='478949560' pop_name=='e4Nr5a1' 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json static_synapse
709 node_type_id=='478949560' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
710 node_type_id=='478949560' pop_name=='i5Sst' -0.542480461858 DirectionRule_others 50.0 1.5 i2i.json static_synapse
711 node_type_id=='478949560' pop_name=='e5noRbp4' 2.94973751135 DirectionRule_others 90.0 1.2 e2i.json static_synapse
712 node_type_id=='478949560' pop_name=='i6Sst' -0.542480461858 DirectionRule_others 50.0 1.5 i2i.json static_synapse
713 node_type_id=='478949560' pop_name=='e6Ntsr1' 6.14528648198 DirectionRule_others 90.0 1.2 e2i.json static_synapse
714 node_type_id=='475622793' pop_name=='e5Rbp4' 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json static_synapse
715 node_type_id=='475622793' pop_name=='e23Cux2' 5.40165324066 DirectionRule_others 90.0 1.5 e2i.json static_synapse
716 node_type_id=='475622793' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
717 node_type_id=='475622793' pop_name=='e4Scnn1a' 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json static_synapse
718 node_type_id=='475622793' pop_name=='i23Pvalb' -0.46637069306 DirectionRule_others 50.0 1.2 i2i.json static_synapse
719 node_type_id=='475622793' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
720 node_type_id=='475622793' pop_name=='i5Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
721 node_type_id=='475622793' pop_name=='i23Htr3a' -0.42087111325000004 DirectionRule_others 50.0 1.5 i2i.json static_synapse
722 node_type_id=='475622793' pop_name=='e4Rorb' 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json static_synapse
723 node_type_id=='475622793' pop_name=='e4other' 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json static_synapse
724 node_type_id=='475622793' pop_name=='i5Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
725 node_type_id=='475622793' pop_name=='i4Pvalb' -0.46637069306 DirectionRule_others 50.0 1.2 i2i.json static_synapse
726 node_type_id=='475622793' pop_name=='i23Sst' -0.5914945375399999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
727 node_type_id=='475622793' pop_name=='i4Htr3a' -0.42087111325000004 DirectionRule_others 50.0 1.5 i2i.json static_synapse
728 node_type_id=='475622793' pop_name=='i4Sst' -0.5914945375399999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
729 node_type_id=='475622793' pop_name=='e4Nr5a1' 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json static_synapse
730 node_type_id=='475622793' pop_name=='i1Htr3a' -0.887241806312 DirectionRule_others 50.0 3.8 i2i.json static_synapse
731 node_type_id=='475622793' pop_name=='i5Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
732 node_type_id=='475622793' pop_name=='e5noRbp4' 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json static_synapse
733 node_type_id=='475622793' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
734 node_type_id=='475622793' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
