edge_type_id target_query source_query syn_weight weight_function weight_sigma delay dynamics_params model_template
1126 node_type_id=='483018019' pop_name=='i4Htr3a' -0.273482781802 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1127 node_type_id=='483018019' pop_name=='i4Sst' -0.273482781802 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1128 node_type_id=='483018019' pop_name=='e4Nr5a1' 5.443507595780001 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1129 node_type_id=='483018019' pop_name=='i1Htr3a' -0.396078511575 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1130 node_type_id=='483018019' pop_name=='i5Sst' -0.26405234105000003 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1131 node_type_id=='483018019' pop_name=='e5noRbp4' 4.153680494780001 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1132 node_type_id=='483018019' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1133 node_type_id=='483018019' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1134 node_type_id=='324493977' pop_name=='e5Rbp4' 2.1730623551 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1135 node_type_id=='324493977' pop_name=='e23Cux2' 7.1878216361 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1136 node_type_id=='324493977' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1137 node_type_id=='324493977' pop_name=='e4Scnn1a' 2.88348658657 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1138 node_type_id=='324493977' pop_name=='i23Pvalb' -0.9683673094320001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1139 node_type_id=='324493977' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1140 node_type_id=='324493977' pop_name=='i5Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1141 node_type_id=='324493977' pop_name=='i23Htr3a' -0.73780366433 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1142 node_type_id=='324493977' pop_name=='e4Rorb' 2.88348658657 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1143 node_type_id=='324493977' pop_name=='e4other' 2.88348658657 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1144 node_type_id=='324493977' pop_name=='i5Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1145 node_type_id=='324493977' pop_name=='i4Pvalb' -0.9683673094320001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1146 node_type_id=='324493977' pop_name=='i23Sst' -0.345845467655 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1147 node_type_id=='324493977' pop_name=='i4Htr3a' -0.73780366433 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1148 node_type_id=='324493977' pop_name=='i4Sst' -0.345845467655 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1149 node_type_id=='324493977' pop_name=='e4Nr5a1' 2.88348658657 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1150 node_type_id=='324493977' pop_name=='i1Htr3a' -1.3142127770899998 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1151 node_type_id=='324493977' pop_name=='i5Sst' -0.899198215904 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1152 node_type_id=='324493977' pop_name=='e5noRbp4' 2.1730623551 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1153 node_type_id=='324493977' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1154 node_type_id=='324493977' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1155 node_type_id=='476457450' pop_name=='e5Rbp4' 5.28912586151 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1156 node_type_id=='476457450' pop_name=='e23Cux2' 4.732375770819999 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
1157 node_type_id=='476457450' pop_name=='i6Pvalb' -0.097267515843 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1158 node_type_id=='476457450' pop_name=='e4Scnn1a' 6.931538629039999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1159 node_type_id=='476457450' pop_name=='i23Pvalb' -0.6724667762000001 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1160 node_type_id=='476457450' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1161 node_type_id=='476457450' pop_name=='i5Htr3a' -0.348241723389 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1162 node_type_id=='476457450' pop_name=='i23Htr3a' -0.348241723389 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1163 node_type_id=='476457450' pop_name=='e4Rorb' 6.931538629039999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1164 node_type_id=='476457450' pop_name=='e4other' 6.931538629039999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1165 node_type_id=='476457450' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1166 node_type_id=='476457450' pop_name=='i4Pvalb' -0.7685334585150001 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1167 node_type_id=='476457450' pop_name=='i23Sst' -0.360250058679 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1168 node_type_id=='476457450' pop_name=='i4Htr3a' -0.348241723389 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1169 node_type_id=='476457450' pop_name=='i4Sst' -0.348241723389 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1170 node_type_id=='476457450' pop_name=='e4Nr5a1' 6.931538629039999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1171 node_type_id=='476457450' pop_name=='i1Htr3a' -0.50435008215 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1172 node_type_id=='476457450' pop_name=='i5Sst' -0.33623338810000003 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1173 node_type_id=='476457450' pop_name=='e5noRbp4' 5.28912586151 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1174 node_type_id=='476457450' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1175 node_type_id=='476457450' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1176 node_type_id=='479225080' pop_name=='e5Rbp4' 6.301876030090001 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1177 node_type_id=='479225080' pop_name=='e23Cux2' 5.63852065849 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
1178 node_type_id=='479225080' pop_name=='i6Pvalb' -0.11589208550699999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1179 node_type_id=='479225080' pop_name=='e4Scnn1a' 8.258774376269999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1180 node_type_id=='479225080' pop_name=='i23Pvalb' -0.80122923313 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1181 node_type_id=='479225080' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1182 node_type_id=='479225080' pop_name=='i5Htr3a' -0.414922281444 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1183 node_type_id=='479225080' pop_name=='i23Htr3a' -0.414922281444 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1184 node_type_id=='479225080' pop_name=='e4Rorb' 8.258774376269999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1185 node_type_id=='479225080' pop_name=='e4other' 8.258774376269999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1186 node_type_id=='479225080' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1187 node_type_id=='479225080' pop_name=='i4Pvalb' -0.9156905521500001 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1188 node_type_id=='479225080' pop_name=='i23Sst' -0.42922994632 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1189 node_type_id=='479225080' pop_name=='i4Htr3a' -0.414922281444 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1190 node_type_id=='479225080' pop_name=='i4Sst' -0.414922281444 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1191 node_type_id=='479225080' pop_name=='e4Nr5a1' 8.258774376269999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
1192 node_type_id=='479225080' pop_name=='i1Htr3a' -0.60092192485 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1193 node_type_id=='479225080' pop_name=='i5Sst' -0.400614616566 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1194 node_type_id=='479225080' pop_name=='e5noRbp4' 6.301876030090001 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
1195 node_type_id=='479225080' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1196 node_type_id=='479225080' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
1197 node_type_id=='479492633' pop_name=='e5Rbp4' 9.41516605114 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1198 node_type_id=='479492633' pop_name=='e23Cux2' 8.4451186398 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1199 node_type_id=='479492633' pop_name=='i6Pvalb' -0.079751994786 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1200 node_type_id=='479492633' pop_name=='e4Scnn1a' 17.9744079158 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1201 node_type_id=='479492633' pop_name=='i23Pvalb' -0.196918505645 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1202 node_type_id=='479492633' pop_name=='i6Htr3a' -0.275685907903 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1203 node_type_id=='479492633' pop_name=='i5Htr3a' -0.275685907903 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1204 node_type_id=='479492633' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1205 node_type_id=='479492633' pop_name=='e4Rorb' 17.9744079158 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1206 node_type_id=='479492633' pop_name=='e4other' 17.9744079158 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1207 node_type_id=='479492633' pop_name=='i5Pvalb' -0.79751994786 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1208 node_type_id=='479492633' pop_name=='i4Pvalb' -0.7187525456049999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1209 node_type_id=='479492633' pop_name=='i23Sst' -0.21661035620900002 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1210 node_type_id=='479492633' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1211 node_type_id=='479492633' pop_name=='i4Sst' -0.275685907903 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1212 node_type_id=='479492633' pop_name=='e4Nr5a1' 17.9744079158 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1213 node_type_id=='479492633' pop_name=='i1Htr3a' -0.413528861854 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1214 node_type_id=='479492633' pop_name=='i5Sst' -0.265839982621 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1215 node_type_id=='479492633' pop_name=='e5noRbp4' 9.41516605114 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1216 node_type_id=='479492633' pop_name=='i6Sst' -0.265839982621 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1217 node_type_id=='479492633' pop_name=='e6Ntsr1' 2.62483417183 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
1218 node_type_id=='313861608' pop_name=='e5Rbp4' 3.25549691755 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1219 node_type_id=='313861608' pop_name=='e23Cux2' 3.5810466093 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1220 node_type_id=='313861608' pop_name=='i6Pvalb' -1.78116842845 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1221 node_type_id=='313861608' pop_name=='e4Scnn1a' 3.39114262245 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1222 node_type_id=='313861608' pop_name=='i23Pvalb' -1.1824563516600002 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1223 node_type_id=='313861608' pop_name=='i6Htr3a' -0.269420434556 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1224 node_type_id=='313861608' pop_name=='i5Htr3a' -0.269420434556 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1225 node_type_id=='313861608' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1226 node_type_id=='313861608' pop_name=='e4Rorb' 3.39114262245 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1227 node_type_id=='313861608' pop_name=='e4other' 3.39114262245 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1228 node_type_id=='313861608' pop_name=='i5Pvalb' -1.78116842845 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1229 node_type_id=='313861608' pop_name=='i4Pvalb' -1.40697338046 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1230 node_type_id=='313861608' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1231 node_type_id=='313861608' pop_name=='i4Htr3a' -0.269420434556 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1232 node_type_id=='313861608' pop_name=='i4Sst' -0.6735510863899999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1233 node_type_id=='313861608' pop_name=='e4Nr5a1' 3.39114262245 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1234 node_type_id=='313861608' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1235 node_type_id=='313861608' pop_name=='i5Sst' -0.5987120767899999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1236 node_type_id=='313861608' pop_name=='e5noRbp4' 3.25549691755 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1237 node_type_id=='313861608' pop_name=='i6Sst' -0.5987120767899999 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1238 node_type_id=='313861608' pop_name=='e6Ntsr1' 6.78228524489 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1239 node_type_id=='515305346' pop_name=='e5Rbp4' 4.25718387673 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1240 node_type_id=='515305346' pop_name=='e23Cux2' 4.6829022644 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1241 node_type_id=='515305346' pop_name=='i6Pvalb' -2.3292178452 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1242 node_type_id=='515305346' pop_name=='e4Scnn1a' 4.4345665382499995 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1243 node_type_id=='515305346' pop_name=='i23Pvalb' -1.54628747706 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1244 node_type_id=='515305346' pop_name=='i6Htr3a' -0.35231866566 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1245 node_type_id=='515305346' pop_name=='i5Htr3a' -0.35231866566 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1246 node_type_id=='515305346' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1247 node_type_id=='515305346' pop_name=='e4Rorb' 4.4345665382499995 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1248 node_type_id=='515305346' pop_name=='e4other' 4.4345665382499995 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1249 node_type_id=='515305346' pop_name=='i5Pvalb' -2.3292178452 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1250 node_type_id=='515305346' pop_name=='i4Pvalb' -1.8398863651099997 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1251 node_type_id=='515305346' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1252 node_type_id=='515305346' pop_name=='i4Htr3a' -0.35231866566 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1253 node_type_id=='515305346' pop_name=='i4Sst' -0.880796664152 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1254 node_type_id=='515305346' pop_name=='e4Nr5a1' 4.4345665382499995 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1255 node_type_id=='515305346' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1256 node_type_id=='515305346' pop_name=='i5Sst' -0.782930368134 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1257 node_type_id=='515305346' pop_name=='e5noRbp4' 4.25718387673 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1258 node_type_id=='515305346' pop_name=='i6Sst' -0.782930368134 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1259 node_type_id=='515305346' pop_name=='e6Ntsr1' 8.86913307651 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1260 node_type_id=='485574832' pop_name=='e5Rbp4' 18.9043408062 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1261 node_type_id=='485574832' pop_name=='e23Cux2' 16.9566208443 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
1262 node_type_id=='485574832' pop_name=='i6Pvalb' -0.160130886828 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1263 node_type_id=='485574832' pop_name=='e4Scnn1a' 36.0901051755 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1264 node_type_id=='485574832' pop_name=='i23Pvalb' -0.39538490575 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1265 node_type_id=='485574832' pop_name=='i6Htr3a' -0.55353886805 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1266 node_type_id=='485574832' pop_name=='i5Htr3a' -0.55353886805 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1267 node_type_id=='485574832' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1268 node_type_id=='485574832' pop_name=='e4Rorb' 36.0901051755 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1269 node_type_id=='485574832' pop_name=='e4other' 36.0901051755 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1270 node_type_id=='485574832' pop_name=='i5Pvalb' -1.6013088682899999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1271 node_type_id=='485574832' pop_name=='i4Pvalb' -1.44315490598 DirectionRule_others 90.0 0.9 i2e.json static_synapse
1272 node_type_id=='485574832' pop_name=='i23Sst' -0.434923396325 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1273 node_type_id=='485574832' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1274 node_type_id=='485574832' pop_name=='i4Sst' -0.55353886805 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1275 node_type_id=='485574832' pop_name=='e4Nr5a1' 36.0901051755 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1276 node_type_id=='485574832' pop_name=='i1Htr3a' -0.830308302075 DirectionRule_others 90.0 3.8 i2e.json static_synapse
1277 node_type_id=='485574832' pop_name=='i5Sst' -0.53376962276 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1278 node_type_id=='485574832' pop_name=='e5noRbp4' 18.9043408062 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1279 node_type_id=='485574832' pop_name=='i6Sst' -0.53376962276 DirectionRule_others 90.0 1.5 i2e.json static_synapse
1280 node_type_id=='485574832' pop_name=='e6Ntsr1' 5.27030107324 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
1281 node_type_id=='478058328' pop_name=='e5Rbp4' 6.1869214141299995 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1282 node_type_id=='478058328' pop_name=='e23Cux2' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1283 node_type_id=='478058328' pop_name=='i6Pvalb' -1.6248135686200003 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1284 node_type_id=='478058328' pop_name=='e4Scnn1a' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1285 node_type_id=='478058328' pop_name=='i23Pvalb' -0.0 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1286 node_type_id=='478058328' pop_name=='i6Htr3a' -0.245770119623 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1287 node_type_id=='478058328' pop_name=='i5Htr3a' -0.245770119623 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1288 node_type_id=='478058328' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1289 node_type_id=='478058328' pop_name=='e4Rorb' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1290 node_type_id=='478058328' pop_name=='e4other' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1291 node_type_id=='478058328' pop_name=='i5Pvalb' -1.6248135686200003 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1292 node_type_id=='478058328' pop_name=='i4Pvalb' -0.0 DirectionRule_others 50.0 1.6 i2i.json static_synapse
1293 node_type_id=='478058328' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1294 node_type_id=='478058328' pop_name=='i4Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1295 node_type_id=='478058328' pop_name=='i4Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1296 node_type_id=='478058328' pop_name=='e4Nr5a1' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1297 node_type_id=='478058328' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1298 node_type_id=='478058328' pop_name=='i5Sst' -0.546155821385 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1299 node_type_id=='478058328' pop_name=='e5noRbp4' 6.1869214141299995 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1300 node_type_id=='478058328' pop_name=='i6Sst' -0.546155821385 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1301 node_type_id=='478058328' pop_name=='e6Ntsr1' 8.4637084945 DirectionRule_others 90.0 1.2 e2i.json static_synapse
1302 node_type_id=='464198958' pop_name=='e5Rbp4' 1.28616215031 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1303 node_type_id=='464198958' pop_name=='e23Cux2' 1.31089603782 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1304 node_type_id=='464198958' pop_name=='i6Pvalb' -0.559497593241 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1305 node_type_id=='464198958' pop_name=='e4Scnn1a' 1.28616215031 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1306 node_type_id=='464198958' pop_name=='i23Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1307 node_type_id=='464198958' pop_name=='i6Htr3a' -0.450327331145 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1308 node_type_id=='464198958' pop_name=='i5Htr3a' -0.450327331145 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1309 node_type_id=='464198958' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1310 node_type_id=='464198958' pop_name=='e4Rorb' 1.28616215031 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1311 node_type_id=='464198958' pop_name=='e4other' 1.28616215031 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1312 node_type_id=='464198958' pop_name=='i5Pvalb' -0.559497593241 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1313 node_type_id=='464198958' pop_name=='i4Pvalb' -0.573143876002 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1314 node_type_id=='464198958' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1315 node_type_id=='464198958' pop_name=='i4Htr3a' -0.450327331145 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1316 node_type_id=='464198958' pop_name=='i4Sst' -0.382095917335 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1317 node_type_id=='464198958' pop_name=='e4Nr5a1' 1.28616215031 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1318 node_type_id=='464198958' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1319 node_type_id=='464198958' pop_name=='i5Sst' -0.545851310478 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1320 node_type_id=='464198958' pop_name=='e5noRbp4' 1.28616215031 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1321 node_type_id=='464198958' pop_name=='i6Sst' -0.545851310478 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1322 node_type_id=='464198958' pop_name=='e6Ntsr1' 1.28616215031 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1323 node_type_id=='473943881' pop_name=='e5Rbp4' 2.8163208351599995 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1324 node_type_id=='473943881' pop_name=='e23Cux2' 8.1085281188 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1325 node_type_id=='473943881' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1326 node_type_id=='473943881' pop_name=='e4Scnn1a' 2.8163208351599995 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1327 node_type_id=='473943881' pop_name=='i23Pvalb' -0.7000782371590001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1328 node_type_id=='473943881' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1329 node_type_id=='473943881' pop_name=='i5Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1330 node_type_id=='473943881' pop_name=='i23Htr3a' -0.631777921339 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1331 node_type_id=='473943881' pop_name=='e4Rorb' 2.8163208351599995 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1332 node_type_id=='473943881' pop_name=='e4other' 2.8163208351599995 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1333 node_type_id=='473943881' pop_name=='i5Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1334 node_type_id=='473943881' pop_name=='i4Pvalb' -0.7000782371590001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
1335 node_type_id=='473943881' pop_name=='i23Sst' -0.887904105664 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1336 node_type_id=='473943881' pop_name=='i4Htr3a' -0.631777921339 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1337 node_type_id=='473943881' pop_name=='i4Sst' -0.887904105664 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1338 node_type_id=='473943881' pop_name=='e4Nr5a1' 2.8163208351599995 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1339 node_type_id=='473943881' pop_name=='i1Htr3a' -1.3318561585 DirectionRule_others 50.0 3.8 i2i.json static_synapse
1340 node_type_id=='473943881' pop_name=='i5Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1341 node_type_id=='473943881' pop_name=='e5noRbp4' 2.8163208351599995 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1342 node_type_id=='473943881' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
1343 node_type_id=='473943881' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
1344 node_type_id=='476048909' pop_name=='e5Rbp4' 26.8032111073 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
1345 node_type_id=='476048909' pop_name=='e23Cux2' 24.0416681448 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
